LSOA code,Month,crime_count,neighbor_crime_count,crime_1m_ago,crime_3m_ago,crime_6m_ago,yearly_avg,neighbor_1m_ago,neighbor_3m_ago,neighbor_6m_ago
E01004622,2024-08-01,32,9,28.0,29.0,8.0,23.666666666666668,13.0,11.0,10.0
E01004622,2024-09-01,19,6,32.0,27.0,14.0,24.583333333333332,9.0,9.0,9.0
E01004622,2024-10-01,21,4,19.0,28.0,30.0,23.666666666666668,6.0,13.0,13.0
E01004622,2024-11-01,25,11,21.0,32.0,29.0,22.666666666666668,4.0,9.0,11.0
E01004622,2024-12-01,19,7,25.0,19.0,27.0,22.75,11.0,6.0,9.0
E01004622,2025-01-01,17,4,19.0,21.0,28.0,21.583333333333332,7.0,4.0,13.0
E01004622,2025-02-01,12,3,17.0,25.0,32.0,22.416666666666668,4.0,11.0,9.0
E01004622,2025-03-01,25,11,12.0,19.0,19.0,22.75,3.0,7.0,6.0
E01004622,2025-04-01,17,7,25.0,17.0,21.0,23.666666666666668,11.0,4.0,4.0
E01004622,2025-05-01,32,7,17.0,12.0,25.0,22.583333333333332,7.0,3.0,11.0
E01004622,2025-06-01,11,8,32.0,25.0,19.0,22.833333333333332,7.0,11.0,7.0
E01004622,2025-07-01,18,10,11.0,17.0,17.0,21.5,8.0,7.0,4.0
E01004622,2025-08-01,17,7,18.0,32.0,12.0,20.666666666666668,10.0,7.0,3.0
E01004622,2025-09-01,8,15,17.0,11.0,25.0,19.416666666666668,7.0,8.0,11.0
E01004622,2025-10-01,8,11,8.0,18.0,17.0,18.5,15.0,10.0,7.0
E01004622,2025-11-01,11,5,8.0,17.0,32.0,17.416666666666668,11.0,7.0,7.0
E01004622,2025-12-01,13,11,11.0,8.0,11.0,16.25,5.0,15.0,8.0
E01004622,2026-01-01,18,9,13.0,8.0,18.0,15.75,11.0,11.0,10.0
E01004622,2026-02-01,8,18,18.0,11.0,17.0,15.833333333333334,9.0,5.0,7.0
E01004622,2026-03-01,9,4,8.0,13.0,8.0,15.5,18.0,11.0,15.0
E01004623,2023-04-01,2,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004623,2023-05-01,3,37,2.0,0.0,0.0,0.0,28.0,0.0,0.0
E01004623,2023-06-01,6,26,3.0,0.0,0.0,0.0,37.0,0.0,0.0
E01004623,2023-07-01,5,39,6.0,2.0,0.0,0.0,26.0,28.0,0.0
E01004623,2023-08-01,2,27,5.0,3.0,0.0,0.0,39.0,37.0,0.0
E01004623,2023-09-01,6,30,2.0,6.0,0.0,0.0,27.0,26.0,0.0
E01004623,2023-10-01,7,38,6.0,5.0,2.0,0.0,30.0,39.0,28.0
E01004623,2023-11-01,2,24,7.0,2.0,3.0,0.0,38.0,27.0,37.0
E01004623,2023-12-01,7,29,2.0,6.0,6.0,0.0,24.0,30.0,26.0
E01004623,2024-01-01,4,37,7.0,7.0,5.0,0.0,29.0,38.0,39.0
E01004623,2024-02-01,7,28,4.0,2.0,2.0,0.0,37.0,24.0,27.0
E01004623,2024-03-01,4,22,7.0,7.0,6.0,0.0,28.0,29.0,30.0
E01004623,2024-04-01,4,21,4.0,4.0,7.0,4.583333333333333,22.0,37.0,38.0
E01004623,2024-05-01,5,26,4.0,7.0,2.0,4.75,21.0,28.0,24.0
E01004623,2024-06-01,4,20,5.0,4.0,7.0,4.916666666666667,26.0,22.0,29.0
E01004623,2024-07-01,3,28,4.0,4.0,4.0,4.75,20.0,21.0,37.0
E01004623,2024-08-01,3,22,3.0,5.0,7.0,4.583333333333333,28.0,26.0,28.0
E01004623,2024-09-01,0,19,3.0,4.0,4.0,4.666666666666667,22.0,20.0,22.0
E01004623,2024-10-01,3,17,0.0,3.0,4.0,4.166666666666667,19.0,28.0,21.0
E01004623,2024-11-01,5,23,3.0,3.0,5.0,3.8333333333333335,17.0,22.0,26.0
E01004623,2024-12-01,3,14,5.0,0.0,4.0,4.083333333333333,23.0,19.0,20.0
E01004623,2025-01-01,1,15,3.0,3.0,3.0,3.75,14.0,17.0,28.0
E01004623,2025-02-01,2,6,1.0,5.0,3.0,3.5,15.0,23.0,22.0
E01004623,2025-03-01,3,20,2.0,3.0,0.0,3.0833333333333335,6.0,14.0,19.0
E01004623,2025-04-01,3,17,3.0,1.0,3.0,3.0,20.0,15.0,17.0
E01004623,2025-05-01,2,24,3.0,2.0,5.0,2.9166666666666665,17.0,6.0,23.0
E01004623,2025-06-01,4,31,2.0,3.0,3.0,2.6666666666666665,24.0,20.0,14.0
E01004623,2025-07-01,4,29,4.0,3.0,1.0,2.6666666666666665,31.0,17.0,15.0
E01004623,2025-08-01,0,29,4.0,2.0,2.0,2.75,29.0,24.0,6.0
E01004623,2025-09-01,3,28,0.0,4.0,3.0,2.5,29.0,31.0,20.0
E01004623,2025-10-01,1,39,3.0,4.0,3.0,2.75,28.0,29.0,17.0
E01004623,2025-11-01,1,17,1.0,0.0,2.0,2.5833333333333335,39.0,29.0,24.0
E01004623,2025-12-01,2,28,1.0,3.0,4.0,2.25,17.0,28.0,31.0
E01004623,2026-01-01,3,24,2.0,1.0,4.0,2.1666666666666665,28.0,39.0,29.0
E01004623,2026-02-01,2,21,3.0,1.0,0.0,2.3333333333333335,24.0,17.0,29.0
E01004623,2026-03-01,1,21,2.0,2.0,3.0,2.3333333333333335,21.0,28.0,28.0
E01004624,2023-04-01,9,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004624,2023-05-01,7,72,9.0,0.0,0.0,0.0,57.0,0.0,0.0
E01004624,2023-06-01,3,84,7.0,0.0,0.0,0.0,72.0,0.0,0.0
E01004624,2023-07-01,4,71,3.0,9.0,0.0,0.0,84.0,57.0,0.0
E01004624,2023-08-01,1,77,4.0,7.0,0.0,0.0,71.0,72.0,0.0
E01004624,2023-09-01,5,80,1.0,3.0,0.0,0.0,77.0,84.0,0.0
E01004624,2023-10-01,7,86,5.0,4.0,9.0,0.0,80.0,71.0,57.0
E01004624,2023-11-01,5,74,7.0,1.0,7.0,0.0,86.0,77.0,72.0
E01004624,2023-12-01,2,86,5.0,5.0,3.0,0.0,74.0,80.0,84.0
E01004624,2024-01-01,4,98,2.0,7.0,4.0,0.0,86.0,86.0,71.0
E01004624,2024-02-01,3,73,4.0,5.0,1.0,0.0,98.0,74.0,77.0
E01004624,2024-03-01,5,71,3.0,2.0,5.0,0.0,73.0,86.0,80.0
E01004624,2024-04-01,2,103,5.0,4.0,7.0,4.583333333333333,71.0,98.0,86.0
E01004624,2024-05-01,4,94,2.0,3.0,5.0,4.0,103.0,73.0,74.0
E01004624,2024-06-01,2,79,4.0,5.0,2.0,3.75,94.0,71.0,86.0
E01004624,2024-07-01,3,88,2.0,2.0,4.0,3.6666666666666665,79.0,103.0,98.0
E01004624,2024-08-01,7,95,3.0,4.0,3.0,3.5833333333333335,88.0,94.0,73.0
E01004624,2024-09-01,3,61,7.0,2.0,5.0,4.083333333333333,95.0,79.0,71.0
E01004624,2024-10-01,2,64,3.0,3.0,2.0,3.9166666666666665,61.0,88.0,103.0
E01004624,2024-11-01,5,84,2.0,7.0,4.0,3.5,64.0,95.0,94.0
E01004624,2024-12-01,4,57,5.0,3.0,2.0,3.5,84.0,61.0,79.0
E01004624,2025-01-01,2,88,4.0,2.0,3.0,3.6666666666666665,57.0,64.0,88.0
E01004624,2025-02-01,1,58,2.0,5.0,7.0,3.5,88.0,84.0,95.0
E01004624,2025-03-01,4,87,1.0,4.0,3.0,3.3333333333333335,58.0,57.0,61.0
E01004624,2025-04-01,5,73,4.0,2.0,2.0,3.25,87.0,88.0,64.0
E01004624,2025-05-01,3,109,5.0,1.0,5.0,3.5,73.0,58.0,84.0
E01004624,2025-06-01,5,79,3.0,4.0,4.0,3.4166666666666665,109.0,87.0,57.0
E01004624,2025-07-01,6,122,5.0,5.0,2.0,3.6666666666666665,79.0,73.0,88.0
E01004624,2025-08-01,0,137,6.0,3.0,1.0,3.9166666666666665,122.0,109.0,58.0
E01004624,2025-09-01,4,113,0.0,5.0,4.0,3.3333333333333335,137.0,79.0,87.0
E01004624,2025-10-01,5,71,4.0,6.0,5.0,3.4166666666666665,113.0,122.0,73.0
E01004624,2025-11-01,0,65,5.0,0.0,3.0,3.6666666666666665,71.0,137.0,109.0
E01004624,2025-12-01,3,80,0.0,4.0,5.0,3.25,65.0,113.0,79.0
E01004624,2026-01-01,4,86,3.0,5.0,6.0,3.1666666666666665,80.0,71.0,122.0
E01004624,2026-02-01,6,64,4.0,0.0,0.0,3.3333333333333335,86.0,65.0,137.0
E01004624,2026-03-01,2,79,6.0,3.0,4.0,3.75,64.0,80.0,113.0
E01004625,2023-04-01,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004625,2023-05-01,4,26,0.0,0.0,0.0,0.0,28.0,0.0,0.0
E01004625,2023-06-01,4,34,4.0,0.0,0.0,0.0,26.0,0.0,0.0
E01004625,2023-07-01,4,31,4.0,0.0,0.0,0.0,34.0,28.0,0.0
E01004625,2023-08-01,3,30,4.0,4.0,0.0,0.0,31.0,26.0,0.0
E01004625,2023-09-01,2,26,3.0,4.0,0.0,0.0,30.0,34.0,0.0
E01004625,2023-10-01,0,28,2.0,4.0,0.0,0.0,26.0,31.0,28.0
E01004625,2023-11-01,3,30,0.0,3.0,4.0,0.0,28.0,30.0,26.0
E01004625,2023-12-01,1,24,3.0,2.0,4.0,0.0,30.0,26.0,34.0
E01004625,2024-01-01,3,48,1.0,0.0,4.0,0.0,24.0,28.0,31.0
E01004625,2024-02-01,2,26,3.0,3.0,3.0,0.0,48.0,30.0,30.0
E01004625,2024-03-01,0,51,2.0,1.0,2.0,0.0,26.0,24.0,26.0
E01004625,2024-04-01,1,49,0.0,3.0,0.0,2.1666666666666665,51.0,48.0,28.0
E01004625,2024-05-01,4,46,1.0,2.0,3.0,2.25,49.0,26.0,30.0
E01004625,2024-06-01,1,34,4.0,0.0,1.0,2.25,46.0,51.0,24.0
E01004625,2024-07-01,1,44,1.0,1.0,3.0,2.0,34.0,49.0,48.0
E01004625,2024-08-01,3,50,1.0,4.0,2.0,1.75,44.0,46.0,26.0
E01004625,2024-09-01,1,30,3.0,1.0,0.0,1.75,50.0,34.0,51.0
E01004625,2024-10-01,2,29,1.0,1.0,1.0,1.6666666666666667,30.0,44.0,49.0
E01004625,2024-11-01,5,38,2.0,3.0,4.0,1.8333333333333333,29.0,50.0,46.0
E01004625,2024-12-01,2,24,5.0,1.0,1.0,2.0,38.0,30.0,34.0
E01004625,2025-01-01,4,47,2.0,2.0,1.0,2.0833333333333335,24.0,29.0,44.0
E01004625,2025-02-01,2,35,4.0,5.0,3.0,2.1666666666666665,47.0,38.0,50.0
E01004625,2025-03-01,3,41,2.0,2.0,1.0,2.1666666666666665,35.0,24.0,30.0
E01004625,2025-04-01,0,52,3.0,4.0,2.0,2.4166666666666665,41.0,47.0,29.0
E01004625,2025-05-01,3,60,0.0,2.0,5.0,2.3333333333333335,52.0,35.0,38.0
E01004625,2025-06-01,4,53,3.0,3.0,2.0,2.25,60.0,41.0,24.0
E01004625,2025-07-01,3,83,4.0,0.0,4.0,2.5,53.0,52.0,47.0
E01004625,2025-08-01,2,97,3.0,3.0,2.0,2.6666666666666665,83.0,60.0,35.0
E01004625,2025-09-01,2,83,2.0,4.0,3.0,2.5833333333333335,97.0,53.0,41.0
E01004625,2025-10-01,0,49,2.0,3.0,0.0,2.6666666666666665,83.0,83.0,52.0
E01004625,2025-11-01,2,31,0.0,2.0,3.0,2.5,49.0,97.0,60.0
E01004625,2025-12-01,0,47,2.0,2.0,4.0,2.25,31.0,83.0,53.0
E01004625,2026-01-01,0,45,0.0,0.0,3.0,2.0833333333333335,47.0,49.0,83.0
E01004625,2026-02-01,4,43,0.0,2.0,2.0,1.75,45.0,31.0,97.0
E01004625,2026-03-01,0,51,4.0,0.0,2.0,1.9166666666666667,43.0,47.0,83.0
E01004626,2023-04-01,13,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004626,2023-05-01,12,49,13.0,0.0,0.0,0.0,47.0,0.0,0.0
E01004626,2023-06-01,23,67,12.0,0.0,0.0,0.0,49.0,0.0,0.0
E01004626,2023-07-01,24,41,23.0,13.0,0.0,0.0,67.0,47.0,0.0
E01004626,2023-08-01,24,54,24.0,12.0,0.0,0.0,41.0,49.0,0.0
E01004626,2023-09-01,14,46,24.0,23.0,0.0,0.0,54.0,67.0,0.0
E01004626,2023-10-01,17,38,14.0,24.0,13.0,0.0,46.0,41.0,47.0
E01004626,2023-11-01,21,41,17.0,24.0,12.0,0.0,38.0,54.0,49.0
E01004626,2023-12-01,15,39,21.0,14.0,23.0,0.0,41.0,46.0,67.0
E01004626,2024-01-01,39,52,15.0,17.0,24.0,0.0,39.0,38.0,41.0
E01004626,2024-02-01,21,36,39.0,21.0,24.0,0.0,52.0,41.0,54.0
E01004626,2024-03-01,43,24,21.0,15.0,14.0,0.0,36.0,39.0,46.0
E01004626,2024-04-01,40,29,43.0,39.0,17.0,22.166666666666668,24.0,52.0,38.0
E01004626,2024-05-01,37,46,40.0,21.0,21.0,24.416666666666668,29.0,36.0,41.0
E01004626,2024-06-01,27,46,37.0,43.0,15.0,26.5,46.0,24.0,39.0
E01004626,2024-07-01,35,31,27.0,40.0,39.0,26.833333333333332,46.0,29.0,52.0
E01004626,2024-08-01,42,34,35.0,37.0,21.0,27.75,31.0,46.0,36.0
E01004626,2024-09-01,26,30,42.0,27.0,43.0,29.25,34.0,46.0,24.0
E01004626,2024-10-01,26,23,26.0,35.0,40.0,30.25,30.0,31.0,29.0
E01004626,2024-11-01,31,32,26.0,42.0,37.0,31.0,23.0,34.0,46.0
E01004626,2024-12-01,17,34,31.0,26.0,27.0,31.833333333333332,32.0,30.0,46.0
E01004626,2025-01-01,45,35,17.0,26.0,35.0,32.0,34.0,23.0,31.0
E01004626,2025-02-01,33,28,45.0,31.0,42.0,32.5,35.0,32.0,34.0
E01004626,2025-03-01,34,41,33.0,17.0,26.0,33.5,28.0,34.0,30.0
E01004626,2025-04-01,46,29,34.0,45.0,26.0,32.75,41.0,35.0,23.0
E01004626,2025-05-01,55,29,46.0,33.0,31.0,33.25,29.0,28.0,32.0
E01004626,2025-06-01,47,47,55.0,34.0,17.0,34.75,29.0,41.0,34.0
E01004626,2025-07-01,75,43,47.0,46.0,45.0,36.416666666666664,47.0,29.0,35.0
E01004626,2025-08-01,93,24,75.0,55.0,33.0,39.75,43.0,29.0,28.0
E01004626,2025-09-01,74,41,93.0,47.0,34.0,44.0,24.0,47.0,41.0
E01004626,2025-10-01,40,41,74.0,75.0,46.0,48.0,41.0,43.0,29.0
E01004626,2025-11-01,30,34,40.0,93.0,55.0,49.166666666666664,41.0,24.0,29.0
E01004626,2025-12-01,41,32,30.0,74.0,47.0,49.083333333333336,34.0,41.0,47.0
E01004626,2026-01-01,37,31,41.0,40.0,75.0,51.083333333333336,32.0,41.0,43.0
E01004626,2026-02-01,28,52,37.0,30.0,93.0,50.416666666666664,31.0,34.0,24.0
E01004626,2026-03-01,49,27,28.0,41.0,74.0,50.0,52.0,32.0,41.0
E01004627,2023-04-01,10,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004627,2023-05-01,6,25,10.0,0.0,0.0,0.0,19.0,0.0,0.0
E01004627,2023-06-01,7,17,6.0,0.0,0.0,0.0,25.0,0.0,0.0
E01004627,2023-07-01,10,23,7.0,10.0,0.0,0.0,17.0,19.0,0.0
E01004627,2023-08-01,11,16,10.0,6.0,0.0,0.0,23.0,25.0,0.0
E01004627,2023-09-01,1,14,11.0,7.0,0.0,0.0,16.0,17.0,0.0
E01004627,2023-10-01,3,12,1.0,10.0,10.0,0.0,14.0,23.0,19.0
E01004627,2023-11-01,3,14,3.0,11.0,6.0,0.0,12.0,16.0,25.0
E01004627,2023-12-01,5,23,3.0,1.0,7.0,0.0,14.0,14.0,17.0
E01004627,2024-01-01,5,15,5.0,3.0,10.0,0.0,23.0,12.0,23.0
E01004627,2024-02-01,2,12,5.0,3.0,11.0,0.0,15.0,14.0,16.0
E01004627,2024-03-01,3,15,2.0,5.0,1.0,0.0,12.0,23.0,14.0
E01004627,2024-04-01,4,19,3.0,5.0,3.0,5.5,15.0,15.0,12.0
E01004627,2024-05-01,4,13,4.0,2.0,3.0,5.0,19.0,12.0,14.0
E01004627,2024-06-01,9,15,4.0,3.0,5.0,4.833333333333333,13.0,15.0,23.0
E01004627,2024-07-01,2,16,9.0,4.0,5.0,5.0,15.0,19.0,15.0
E01004627,2024-08-01,5,12,2.0,4.0,2.0,4.333333333333333,16.0,13.0,12.0
E01004627,2024-09-01,7,8,5.0,9.0,3.0,3.8333333333333335,12.0,15.0,15.0
E01004627,2024-10-01,8,12,7.0,2.0,4.0,4.333333333333333,8.0,16.0,19.0
E01004627,2024-11-01,8,14,8.0,5.0,4.0,4.75,12.0,12.0,13.0
E01004627,2024-12-01,4,7,8.0,7.0,9.0,5.166666666666667,14.0,8.0,15.0
E01004627,2025-01-01,6,7,4.0,8.0,2.0,5.083333333333333,7.0,12.0,16.0
E01004627,2025-02-01,2,7,6.0,8.0,5.0,5.166666666666667,7.0,14.0,12.0
E01004627,2025-03-01,8,10,2.0,4.0,7.0,5.166666666666667,7.0,7.0,8.0
E01004627,2025-04-01,5,8,8.0,6.0,8.0,5.583333333333333,10.0,7.0,12.0
E01004627,2025-05-01,5,23,5.0,2.0,8.0,5.666666666666667,8.0,7.0,14.0
E01004627,2025-06-01,8,17,5.0,8.0,4.0,5.75,23.0,10.0,7.0
E01004627,2025-07-01,4,11,8.0,5.0,6.0,5.666666666666667,17.0,8.0,7.0
E01004627,2025-08-01,1,12,4.0,5.0,2.0,5.833333333333333,11.0,23.0,7.0
E01004627,2025-09-01,7,17,1.0,8.0,8.0,5.5,12.0,17.0,10.0
E01004627,2025-10-01,8,13,7.0,4.0,5.0,5.5,17.0,11.0,8.0
E01004627,2025-11-01,0,16,8.0,1.0,5.0,5.5,13.0,12.0,23.0
E01004627,2025-12-01,2,16,0.0,7.0,8.0,4.833333333333333,16.0,17.0,17.0
E01004627,2026-01-01,7,10,2.0,8.0,4.0,4.666666666666667,16.0,13.0,11.0
E01004627,2026-02-01,4,14,7.0,0.0,1.0,4.75,10.0,16.0,12.0
E01004627,2026-03-01,11,12,4.0,2.0,7.0,4.916666666666667,14.0,16.0,17.0
E01004628,2023-04-01,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004628,2023-05-01,6,20,1.0,0.0,0.0,0.0,29.0,0.0,0.0
E01004628,2023-06-01,5,18,6.0,0.0,0.0,0.0,20.0,0.0,0.0
E01004628,2023-07-01,13,28,5.0,1.0,0.0,0.0,18.0,29.0,0.0
E01004628,2023-08-01,9,22,13.0,6.0,0.0,0.0,28.0,20.0,0.0
E01004628,2023-09-01,9,23,9.0,5.0,0.0,0.0,22.0,18.0,0.0
E01004628,2023-10-01,8,22,9.0,13.0,1.0,0.0,23.0,28.0,29.0
E01004628,2023-11-01,5,20,8.0,9.0,6.0,0.0,22.0,22.0,20.0
E01004628,2023-12-01,7,25,5.0,9.0,5.0,0.0,20.0,23.0,18.0
E01004628,2024-01-01,6,11,7.0,8.0,13.0,0.0,25.0,22.0,28.0
E01004628,2024-02-01,3,21,6.0,5.0,9.0,0.0,11.0,20.0,22.0
E01004628,2024-03-01,8,17,3.0,7.0,9.0,0.0,21.0,25.0,23.0
E01004628,2024-04-01,5,14,8.0,6.0,8.0,6.666666666666667,17.0,11.0,22.0
E01004628,2024-05-01,5,23,5.0,3.0,5.0,7.0,14.0,21.0,20.0
E01004628,2024-06-01,7,20,5.0,8.0,7.0,6.916666666666667,23.0,17.0,25.0
E01004628,2024-07-01,9,18,7.0,5.0,6.0,7.083333333333333,20.0,14.0,11.0
E01004628,2024-08-01,4,23,9.0,5.0,3.0,6.75,18.0,23.0,21.0
E01004628,2024-09-01,8,22,4.0,7.0,8.0,6.333333333333333,23.0,20.0,17.0
E01004628,2024-10-01,8,19,8.0,9.0,5.0,6.25,22.0,18.0,14.0
E01004628,2024-11-01,3,12,8.0,4.0,5.0,6.25,19.0,23.0,23.0
E01004628,2024-12-01,6,18,3.0,8.0,7.0,6.083333333333333,12.0,22.0,20.0
E01004628,2025-01-01,9,21,6.0,8.0,9.0,6.0,18.0,19.0,18.0
E01004628,2025-02-01,3,14,9.0,3.0,4.0,6.25,21.0,12.0,23.0
E01004628,2025-03-01,4,23,3.0,6.0,8.0,6.25,14.0,18.0,22.0
E01004628,2025-04-01,10,31,4.0,9.0,8.0,5.916666666666667,23.0,21.0,19.0
E01004628,2025-05-01,6,28,10.0,3.0,3.0,6.333333333333333,31.0,14.0,12.0
E01004628,2025-06-01,4,29,6.0,4.0,6.0,6.416666666666667,28.0,23.0,18.0
E01004628,2025-07-01,6,20,4.0,10.0,9.0,6.166666666666667,29.0,31.0,21.0
E01004628,2025-08-01,8,28,6.0,6.0,3.0,5.916666666666667,20.0,28.0,14.0
E01004628,2025-09-01,3,29,8.0,4.0,4.0,6.25,28.0,29.0,23.0
E01004628,2025-10-01,6,31,3.0,6.0,10.0,5.833333333333333,29.0,20.0,31.0
E01004628,2025-11-01,11,18,6.0,8.0,6.0,5.666666666666667,31.0,28.0,28.0
E01004628,2025-12-01,12,30,11.0,3.0,4.0,6.333333333333333,18.0,29.0,29.0
E01004628,2026-01-01,6,18,12.0,6.0,6.0,6.833333333333333,30.0,31.0,20.0
E01004628,2026-02-01,6,13,6.0,11.0,8.0,6.583333333333333,18.0,18.0,28.0
E01004628,2026-03-01,4,21,6.0,12.0,3.0,6.833333333333333,13.0,30.0,29.0
E01004629,2023-04-01,6,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004629,2023-05-01,5,46,6.0,0.0,0.0,0.0,34.0,0.0,0.0
E01004629,2023-06-01,4,48,5.0,0.0,0.0,0.0,46.0,0.0,0.0
E01004629,2023-07-01,3,54,4.0,6.0,0.0,0.0,48.0,34.0,0.0
E01004629,2023-08-01,5,46,3.0,5.0,0.0,0.0,54.0,46.0,0.0
E01004629,2023-09-01,4,40,5.0,4.0,0.0,0.0,46.0,48.0,0.0
E01004629,2023-10-01,7,31,4.0,3.0,6.0,0.0,40.0,54.0,34.0
E01004629,2023-11-01,4,39,7.0,5.0,5.0,0.0,31.0,46.0,46.0
E01004629,2023-12-01,7,41,4.0,4.0,4.0,0.0,39.0,40.0,48.0
E01004629,2024-01-01,5,23,7.0,7.0,3.0,0.0,41.0,31.0,54.0
E01004629,2024-02-01,2,28,5.0,4.0,5.0,0.0,23.0,39.0,46.0
E01004629,2024-03-01,4,38,2.0,7.0,4.0,0.0,28.0,41.0,40.0
E01004629,2024-04-01,3,20,4.0,5.0,7.0,4.666666666666667,38.0,23.0,31.0
E01004629,2024-05-01,5,25,3.0,2.0,4.0,4.416666666666667,20.0,28.0,39.0
E01004629,2024-06-01,3,36,5.0,4.0,7.0,4.416666666666667,25.0,38.0,41.0
E01004629,2024-07-01,6,30,3.0,3.0,5.0,4.333333333333333,36.0,20.0,23.0
E01004629,2024-08-01,3,28,6.0,5.0,2.0,4.583333333333333,30.0,25.0,28.0
E01004629,2024-09-01,5,30,3.0,3.0,4.0,4.416666666666667,28.0,36.0,38.0
E01004629,2024-10-01,5,48,5.0,6.0,3.0,4.5,30.0,30.0,20.0
E01004629,2024-11-01,1,27,5.0,3.0,5.0,4.333333333333333,48.0,28.0,25.0
E01004629,2024-12-01,5,25,1.0,5.0,3.0,4.083333333333333,27.0,30.0,36.0
E01004629,2025-01-01,2,42,5.0,5.0,6.0,3.9166666666666665,25.0,48.0,30.0
E01004629,2025-02-01,2,24,2.0,1.0,3.0,3.6666666666666665,42.0,27.0,28.0
E01004629,2025-03-01,5,24,2.0,5.0,5.0,3.6666666666666665,24.0,25.0,30.0
E01004629,2025-04-01,11,43,5.0,2.0,5.0,3.75,24.0,42.0,48.0
E01004629,2025-05-01,6,41,11.0,2.0,1.0,4.416666666666667,43.0,24.0,27.0
E01004629,2025-06-01,8,46,6.0,5.0,5.0,4.5,41.0,24.0,25.0
E01004629,2025-07-01,6,34,8.0,11.0,2.0,4.916666666666667,46.0,43.0,42.0
E01004629,2025-08-01,7,53,6.0,6.0,2.0,4.916666666666667,34.0,41.0,24.0
E01004629,2025-09-01,7,50,7.0,8.0,5.0,5.25,53.0,46.0,24.0
E01004629,2025-10-01,10,32,7.0,6.0,11.0,5.416666666666667,50.0,34.0,43.0
E01004629,2025-11-01,6,41,10.0,7.0,6.0,5.833333333333333,32.0,53.0,41.0
E01004629,2025-12-01,3,53,6.0,7.0,8.0,6.25,41.0,50.0,46.0
E01004629,2026-01-01,7,50,3.0,10.0,6.0,6.083333333333333,53.0,32.0,34.0
E01004629,2026-02-01,6,37,7.0,6.0,7.0,6.5,50.0,41.0,53.0
E01004629,2026-03-01,1,43,6.0,3.0,7.0,6.833333333333333,37.0,53.0,50.0
E01004630,2023-04-01,17,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004630,2023-05-01,7,27,17.0,0.0,0.0,0.0,10.0,0.0,0.0
E01004630,2023-06-01,8,32,7.0,0.0,0.0,0.0,27.0,0.0,0.0
E01004630,2023-07-01,9,27,8.0,17.0,0.0,0.0,32.0,10.0,0.0
E01004630,2023-08-01,4,28,9.0,7.0,0.0,0.0,27.0,27.0,0.0
E01004630,2023-09-01,7,25,4.0,8.0,0.0,0.0,28.0,32.0,0.0
E01004630,2023-10-01,6,27,7.0,9.0,17.0,0.0,25.0,27.0,10.0
E01004630,2023-11-01,3,20,6.0,4.0,7.0,0.0,27.0,28.0,27.0
E01004630,2023-12-01,5,29,3.0,7.0,8.0,0.0,20.0,25.0,32.0
E01004630,2024-01-01,2,16,5.0,6.0,9.0,0.0,29.0,27.0,27.0
E01004630,2024-02-01,9,21,2.0,3.0,4.0,0.0,16.0,20.0,28.0
E01004630,2024-03-01,5,20,9.0,5.0,7.0,0.0,21.0,29.0,25.0
E01004630,2024-04-01,5,16,5.0,2.0,6.0,6.833333333333333,20.0,16.0,27.0
E01004630,2024-05-01,8,20,5.0,9.0,3.0,5.833333333333333,16.0,21.0,20.0
E01004630,2024-06-01,7,17,8.0,5.0,5.0,5.916666666666667,20.0,20.0,29.0
E01004630,2024-07-01,6,24,7.0,5.0,2.0,5.833333333333333,17.0,16.0,16.0
E01004630,2024-08-01,4,23,6.0,8.0,9.0,5.583333333333333,24.0,20.0,21.0
E01004630,2024-09-01,6,22,4.0,7.0,5.0,5.583333333333333,23.0,17.0,20.0
E01004630,2024-10-01,5,32,6.0,6.0,5.0,5.5,22.0,24.0,16.0
E01004630,2024-11-01,1,18,5.0,4.0,8.0,5.416666666666667,32.0,23.0,20.0
E01004630,2024-12-01,5,17,1.0,6.0,7.0,5.25,18.0,22.0,17.0
E01004630,2025-01-01,5,25,5.0,5.0,6.0,5.25,17.0,32.0,24.0
E01004630,2025-02-01,4,14,5.0,1.0,4.0,5.5,25.0,18.0,23.0
E01004630,2025-03-01,7,21,4.0,5.0,6.0,5.083333333333333,14.0,17.0,22.0
E01004630,2025-04-01,4,34,7.0,5.0,5.0,5.25,21.0,25.0,32.0
E01004630,2025-05-01,6,28,4.0,4.0,1.0,5.166666666666667,34.0,14.0,18.0
E01004630,2025-06-01,4,28,6.0,7.0,5.0,5.0,28.0,21.0,17.0
E01004630,2025-07-01,3,22,4.0,4.0,5.0,4.75,28.0,34.0,25.0
E01004630,2025-08-01,3,36,3.0,6.0,4.0,4.5,22.0,28.0,14.0
E01004630,2025-09-01,7,16,3.0,4.0,7.0,4.416666666666667,36.0,28.0,21.0
E01004630,2025-10-01,2,30,7.0,3.0,4.0,4.5,16.0,22.0,34.0
